Year,Chamber,Quadrat,In_Out,CO2,Nitrogen,Treatment,Total_Height,Green_Height,Width
2008,9,8,0,1,0,3,99,90,4
2008,9,8,0,1,0,3,52,51,2.4
2008,9,8,0,1,0,3,90,85,3.2
2008,9,8,0,1,0,3,122,111,4
2008,9,8,0,1,0,3,82,81,2.3
2008,9,8,0,1,0,3,60,50,4
2008,9,8,0,1,0,3,96,93,3.4
2008,9,8,0,1,0,3,105,93,4.2
2008,9,8,0,1,0,3,80,80,3.8
2008,9,8,0,1,0,3,95,94,3.8
2008,9,8,0,1,0,3,114,113,4.3
2008,9,8,0,1,0,3,109,100,4
2008,9,8,0,1,0,3,71,70,3.8
2008,9,8,0,1,0,3,115,111,4.1
2008,9,8,0,1,0,3,107,87,4.1
2008,9,8,0,1,0,3,108,97,4
2008,9,8,0,1,0,3,74,73,3.6
2008,9,8,0,1,0,3,129,127,4.5
2008,10,1,1,0,1,2,57,57,4.3
2008,10,1,1,0,1,2,102,83,2.9
2008,10,1,1,0,1,2,138,122,4.5
2008,10,1,1,0,1,2,120,106,4
2008,10,1,1,0,1,2,108,101,4
2008,10,1,1,0,1,2,57,57,4.2
2008,10,1,1,0,1,2,125,120,3.1
2008,10,1,1,0,1,2,119,108,3.3
2008,10,1,1,0,1,2,116,89,3.9
2008,10,1,1,0,1,2,105,96,2.7
2008,10,1,1,0,1,2,152,144,4.2
2008,10,1,1,0,1,2,131,127,3.7
2008,10,1,1,0,1,2,109,89,3.3
2008,10,1,1,0,1,2,125,118,3.5
2008,10,1,1,0,1,2,104,103,5.2
2008,10,1,1,0,1,2,138,126,4.8
2008,10,1,1,0,1,2,152,144,4.4
2008,10,1,1,0,1,2,111,100,3
2008,10,1,1,0,1,2,143,133,3.8
2008,10,1,1,0,1,2,88,85,3.4
2008,10,1,1,0,1,2,128,95,3.4
2008,10,1,1,0,1,2,149,143,3.4
2008,10,1,1,0,1,2,136,123,3.5
2008,10,1,1,0,1,2,100,98,4.1
2008,10,1,1,0,1,2,107,106,4
2008,10,2,1,0,1,2,123,110,3.8
2008,10,2,1,0,1,2,57,57,4.4
2008,10,2,1,0,1,2,104,93,3.5
2008,10,2,1,0,1,2,124,115,4.3
2008,10,2,1,0,1,2,98,96,4
2008,10,2,1,0,1,2,127,117,4.3
2008,10,2,1,0,1,2,111,109,3.1
2008,10,2,1,0,1,2,89,73,3.9
2008,10,2,1,0,1,2,92,70,3.3
2008,10,2,1,0,1,2,99,93,3.6
2008,10,2,1,0,1,2,113,107,3.2
2008,10,2,1,0,1,2,72,48,3.7
2008,10,2,1,0,1,2,94,89,3.6
2008,10,2,1,0,1,2,112,88,4.9
2008,10,2,1,0,1,2,118,97,2.5
2008,10,2,1,0,1,2,113,98,3.6
2008,10,2,1,0,1,2,134,126,4.1
2008,10,2,1,0,1,2,102,90,4.9
2008,10,2,1,0,1,2,117,103,3.4
2008,10,2,1,0,1,2,112,104,3.4
2008,10,2,1,0,1,2,119,117,3
2008,10,2,1,0,1,2,55,55,4
2008,10,2,1,0,1,2,133,123,3.3
2008,10,2,1,0,1,2,118,89,3.8
2008,10,2,1,0,1,2,103,95,2.9
2008,10,2,1,0,1,2,126,112,3.7
2008,10,2,1,0,1,2,52,52,3.9
2008,10,3,1,0,1,2,134,123,3.7
2008,10,3,1,0,1,2,93,92,4.7
2008,10,3,1,0,1,2,106,105,4.9
2008,10,3,1,0,1,2,116,109,4.3
2008,10,3,1,0,1,2,129,127,4.8
2008,10,3,1,0,1,2,84,79,5.4
2008,10,3,1,0,1,2,102,75,3.5
2008,10,3,1,0,1,2,112,109,5
2008,10,3,1,0,1,2,72,72,3.9
2008,10,3,1,0,1,2,40,40,3.9
2008,10,3,1,0,1,2,71,71,4.4
2008,10,3,1,0,1,2,142,134,4.5
2008,10,3,1,0,1,2,117,113,3.5
2008,10,3,1,0,1,2,121,112,4.3
2008,10,3,1,0,1,2,120,113,3.9
2008,10,3,1,0,1,2,93,83,3.3
2008,10,3,1,0,1,2,98,85,3.3
2008,10,3,1,0,1,2,106,104,3.6
2008,10,3,1,0,1,2,130,125,4.8
2008,10,3,1,0,1,2,126,122,4.3
2008,10,3,1,0,1,2,115,111,4.6
2008,10,3,1,0,1,2,130,117,4.6
2008,10,3,1,0,1,2,107,90,3.3
2008,10,3,1,0,1,2,138,128,4.6
2008,10,3,1,0,1,2,79,79,3.1
2008,10,3,1,0,1,2,132,118,4.6
2008,10,3,1,0,1,2,123,107,4
2008,10,3,1,0,1,2,121,103,4.3
2008,10,3,1,0,1,2,139,132,4.3
2008,10,3,1,0,1,2,141,138,4.2
2008,10,3,1,0,1,2,105,104,5
2008,10,3,1,0,1,2,61,61,4.7
2008,10,3,1,0,1,2,120,97,3.1
2008,10,3,1,0,1,2,92,91,3.3
2008,10,3,1,0,1,2,107,89,4.1
2008,10,3,1,0,1,2,103,100,5.3
2008,10,3,1,0,1,2,107,80,4.1
2008,10,3,1,0,1,2,121,117,3.9
2008,10,3,1,0,1,2,132,130,4.5
2008,10,3,1,0,1,2,127,116,3.8
2008,10,3,1,0,1,2,127,114,3.7
2008,10,3,1,0,1,2,107,98,4.3
2008,10,3,1,0,1,2,124,121,3.5
2008,10,3,1,0,1,2,108,90,3.4
2008,10,3,1,0,1,2,66,66,5
2008,10,3,1,0,1,2,120,114,3.2
2008,10,3,1,0,1,2,131,128,4.1
2008,10,3,1,0,1,2,100,88,4.3
2008,10,3,1,0,1,2,124,119,4.6
2008,10,3,1,0,1,2,74,74,4.8
2008,10,3,1,0,1,2,115,103,3.7
2008,10,4,1,0,1,2,151,147,4.2
2008,10,4,1,0,1,2,111,109,3.7
2008,10,4,1,0,1,2,154,150,4.9
2008,10,4,1,0,1,2,120,105,3.4
2008,10,4,1,0,1,2,144,139,3.9
2008,10,4,1,0,1,2,108,97,3.4
2008,10,4,1,0,1,2,98,84,3.5
2008,10,4,1,0,1,2,78,78,4.5
2008,10,4,1,0,1,2,143,134,5
2008,10,4,1,0,1,2,109,98,3.6
2008,10,4,1,0,1,2,116,105,4.7
2008,10,4,1,0,1,2,129,105,4.7
2008,10,4,1,0,1,2,130,126,3.4
2008,10,4,1,0,1,2,121,108,4.5
2008,10,4,1,0,1,2,129,119,4.4
2008,10,4,1,0,1,2,105,95,3.4
2008,10,4,1,0,1,2,132,130,3.7
2008,10,4,1,0,1,2,110,96,4.4
2008,10,4,1,0,1,2,125,116,4.1
2008,10,4,1,0,1,2,112,99,2.8
2008,10,4,1,0,1,2,152,147,4
2008,10,4,1,0,1,2,144,135,4
2008,10,4,1,0,1,2,105,80,3.9
2008,10,4,1,0,1,2,114,97,3
2008,10,4,1,0,1,2,84,84,5
2008,10,4,1,0,1,2,124,112,3.8
2008,10,4,1,0,1,2,88,78,4.4
2008,10,4,1,0,1,2,67,67,4.6
2008,10,4,1,0,1,2,58,58,5
2008,10,4,1,0,1,2,54,54,4.4
2008,10,4,1,0,1,2,133,123,4.3
2008,10,4,1,0,1,2,93,83,2.8
2008,10,4,1,0,1,2,104,85,3.2
2008,10,4,1,0,1,2,123,107,4.8
2008,10,4,1,0,1,2,132,128,3.8
2008,10,4,1,0,1,2,146,140,4.6
2008,10,4,1,0,1,2,144,142,4.4
2008,10,4,1,0,1,2,145,136,3.9
2008,10,4,1,0,1,2,110,94,4.4
2008,10,4,1,0,1,2,97,96,4.7
2008,10,4,1,0,1,2,114,109,3.7
2008,10,4,1,0,1,2,148,140,4.7
2008,10,4,1,0,1,2,134,126,4.8
2008,10,5,1,0,1,2,139,93,3.6
2008,10,5,1,0,1,2,134,124,4.9
2008,10,5,1,0,1,2,107,102,4.6
2008,10,5,1,0,1,2,128,120,4.9
2008,10,5,1,0,1,2,90,82,3.7
2008,10,5,1,0,1,2,139,129,4.9
2008,10,5,1,0,1,2,139,135,4.5
2008,10,5,1,0,1,2,118,103,3.5
2008,10,5,1,0,1,2,121,114,4.1
2008,10,5,1,0,1,2,95,89,3.8
2008,10,5,1,0,1,2,118,115,3.6
2008,10,5,1,0,1,2,117,105,3.8
2008,10,5,1,0,1,2,123,119,3.6
2008,10,5,1,0,1,2,110,97,3.6
2008,10,5,1,0,1,2,73,72,4
2008,10,5,1,0,1,2,96,65,2.7
2008,10,5,1,0,1,2,140,126,3.9
2008,10,5,1,0,1,2,148,142,4.3
2008,10,5,1,0,1,2,140,123,4.1
2008,10,5,1,0,1,2,144,132,4.6
2008,10,5,1,0,1,2,145,137,3.8
2008,10,5,1,0,1,2,132,123,3.7
2008,10,5,1,0,1,2,145,125,4.4
2008,10,5,1,0,1,2,135,127,3.9
2008,10,5,1,0,1,2,154,150,5.2
2008,10,5,1,0,1,2,124,115,3.5
2008,10,5,1,0,1,2,120,109,4
2008,10,5,1,0,1,2,85,70,3.1
2008,10,5,1,0,1,2,90,73,3.1
2008,10,5,1,0,1,2,90,76,3.2
2008,10,5,1,0,1,2,103,99,3.1
2008,10,5,1,0,1,2,120,111,3.3
2008,10,5,1,0,1,2,122,117,3.1
2008,10,5,1,0,1,2,127,121,3.6
2008,10,5,1,0,1,2,93,84,2.6
2008,10,5,1,0,1,2,107,97,3.2
2008,10,5,1,0,1,2,108,103,4.2
2008,10,5,1,0,1,2,106,88,3.2
2008,10,5,1,0,1,2,112,100,3.5
2008,10,5,1,0,1,2,106,88,2.5
2008,10,5,1,0,1,2,137,130,4.3
2008,10,5,1,0,1,2,98,92,2.7
2008,10,5,1,0,1,2,130,123,3.5
2008,10,5,1,0,1,2,142,128,4.1
2008,10,5,1,0,1,2,82,82,3.2
2008,10,5,1,0,1,2,140,135,4.1
2008,10,5,1,0,1,2,120,110,2.6
2008,10,5,1,0,1,2,92,90,3.2
2008,10,5,1,0,1,2,110,103,3.6
2008,10,5,1,0,1,2,91,78,3.5
2008,10,6,1,0,1,2,135,118,3.9
2008,10,6,1,0,1,2,104,95,3.2
2008,10,6,1,0,1,2,87,87,3.8
2008,10,6,1,0,1,2,117,112,2.8
2008,10,6,1,0,1,2,125,93,3.3
2008,10,6,1,0,1,2,95,93,3.7
2008,10,6,1,0,1,2,104,100,4
2008,10,6,1,0,1,2,130,120,3.6
2008,10,6,1,0,1,2,145,110,3.8
2008,10,6,1,0,1,2,97,96,3.8
2008,10,6,1,0,1,2,140,127,3.8
2008,10,6,1,0,1,2,103,99,3.7
2008,10,6,1,0,1,2,130,123,3.5
2008,10,6,1,0,1,2,139,115,3.8
2008,10,6,1,0,1,2,118,114,3.3
2008,10,6,1,0,1,2,127,120,3.5
2008,10,6,1,0,1,2,141,120,3.8
2008,10,6,1,0,1,2,120,94,4.8
2008,10,6,1,0,1,2,136,130,4.2
2008,10,6,1,0,1,2,124,116,4
2008,10,6,1,0,1,2,105,88,3.3
2008,10,6,1,0,1,2,116,96,3.1
2008,10,6,1,0,1,2,116,100,3.6
2008,10,6,1,0,1,2,128,122,3.7
2008,10,6,1,0,1,2,122,100,4
2008,10,6,1,0,1,2,125,120,3.5
2008,10,6,1,0,1,2,130,115,3.7
2008,10,7,0,0,1,2,101,30,3.1
2008,10,7,0,0,1,2,98,80,3.7
2008,10,7,0,0,1,2,99,65,4
2008,10,7,0,0,1,2,97,94,3.7
2008,10,7,0,0,1,2,103,100,3.5
2008,10,7,0,0,1,2,113,94,3.6
2008,10,7,0,0,1,2,108,103,3.5
2008,10,7,0,0,1,2,95,65,3
2008,10,7,0,0,1,2,113,99,3.5
2008,10,7,0,0,1,2,93,92,4.1
2008,10,7,0,0,1,2,112,108,3.5
2008,10,7,0,0,1,2,97,82,3.6
2008,10,7,0,0,1,2,104,102,3.8
2008,10,7,0,0,1,2,94,65,3.5
2008,10,7,0,0,1,2,43,43,4
2008,10,7,0,0,1,2,110,108,4.5
2008,10,7,0,0,1,2,76,75,4
2008,10,7,0,0,1,2,64,64,4.2
2008,10,7,0,0,1,2,121,110,3.7
2008,10,7,0,0,1,2,114,100,3.6
2008,10,7,0,0,1,2,115,100,3.7
2008,10,7,0,0,1,2,124,100,3.8
2008,10,7,0,0,1,2,100,98,3.9
2008,10,7,0,0,1,2,111,80,3.8
2008,10,7,0,0,1,2,117,110,3.2
2008,10,7,0,0,1,2,124,108,3.2
2008,10,7,0,0,1,2,103,95,3.4
2008,10,7,0,0,1,2,113,112,4.2
2008,10,7,0,0,1,2,100,85,3.4
2008,10,7,0,0,1,2,96,60,3.5
2008,10,7,0,0,1,2,84,84,3.7
2008,10,7,0,0,1,2,97,97,2.9
2008,10,7,0,0,1,2,71,71,3.3
2008,10,7,0,0,1,2,119,116,4
2008,10,7,0,0,1,2,91,82,3.2
2008,10,7,0,0,1,2,92,90,3.8
2008,10,8,0,0,1,2,97,84,3
2008,10,8,0,0,1,2,129,122,3.3
2008,10,8,0,0,1,2,105,100,3.5
2008,10,8,0,0,1,2,98,95,3.3
2008,10,8,0,0,1,2,113,110,4.3
2008,10,8,0,0,1,2,84,84,3.6
2008,10,8,0,0,1,2,87,80,2.9
2008,10,8,0,0,1,2,117,106,4.1
2008,10,8,0,0,1,2,95,65,3.3
2008,10,8,0,0,1,2,123,100,3.5
2008,10,8,0,0,1,2,125,115,3.9
2008,10,8,0,0,1,2,115,95,4
2008,10,8,0,0,1,2,126,115,4.1
2008,10,8,0,0,1,2,80,70,2.8
2008,10,8,0,0,1,2,125,122,4
2008,10,8,0,0,1,2,115,90,4.2
2008,10,8,0,0,1,2,110,106,3.9
2008,10,8,0,0,1,2,96,95,4.1
2008,10,8,0,0,1,2,130,122,3.4
2008,10,8,0,0,1,2,110,90,4.2
2008,10,8,0,0,1,2,92,91,3.3
2008,10,8,0,0,1,2,105,103,4.6
2008,10,8,0,0,1,2,105,75,3.4
2008,10,8,0,0,1,2,125,117,3.6
2008,10,8,0,0,1,2,114,103,3.5
2008,10,8,0,0,1,2,100,94,3.8
2008,10,8,0,0,1,2,131,126,3.7
2008,10,8,0,0,1,2,100,81,2.6
2008,10,8,0,0,1,2,100,89,3
2008,10,8,0,0,1,2,126,121,3.2
2008,10,8,0,0,1,2,90,65,3.5
2008,10,8,0,0,1,2,123,115,3.4
2008,10,8,0,0,1,2,100,75,3.1
2008,10,8,0,0,1,2,101,97,3.1
2008,10,8,0,0,1,2,122,120,3.5
2008,10,8,0,0,1,2,95,90,3.4
2008,10,8,0,0,1,2,115,103,3.4
2008,10,8,0,0,1,2,107,90,3
2008,10,8,0,0,1,2,102,99,3.6
2008,10,8,0,0,1,2,116,112,3.6
2008,10,8,0,0,1,2,96,93,3.2
2008,10,8,0,0,1,2,103,100,3.1
2008,11,1,1,0,1,2,127,125,3.6
2008,11,1,1,0,1,2,110,106,3.7
2008,11,1,1,0,1,2,107,106,3.1
2008,11,1,1,0,1,2,98,95,3.7
2008,11,1,1,0,1,2,97,94,4
2008,11,1,1,0,1,2,123,121,3.8
2008,11,1,1,0,1,2,142,139,3.3
2008,11,1,1,0,1,2,118,115,3.3
2008,11,1,1,0,1,2,101,83,3.5
2008,11,1,1,0,1,2,72,72,3
2008,11,1,1,0,1,2,125,123,3.2
2008,11,1,1,0,1,2,114,110,3.4
2008,11,1,1,0,1,2,117,113,3.4
2008,11,1,1,0,1,2,123,120,4.2
2008,11,1,1,0,1,2,92,90,2.5
2008,11,1,1,0,1,2,103,98,2.9
2008,11,1,1,0,1,2,125,113,3.5
2008,11,1,1,0,1,2,99,97,3.7
2008,11,1,1,0,1,2,100,93,3.6
2008,11,1,1,0,1,2,119,109,3.5
2008,11,1,1,0,1,2,128,122,4.1
2008,11,1,1,0,1,2,106,100,3
2008,11,1,1,0,1,2,108,104,3.6
2008,11,1,1,0,1,2,133,125,3.1
2008,11,1,1,0,1,2,149,143,4
2008,11,1,1,0,1,2,98,95,2.2
2008,11,1,1,0,1,2,126,122,4
2008,11,1,1,0,1,2,138,135,3.6
2008,11,1,1,0,1,2,138,133,3.6
2008,11,1,1,0,1,2,145,141,3.7
2008,11,1,1,0,1,2,135,127,3.5
2008,11,1,1,0,1,2,150,139,4.2
2008,11,2,1,0,1,2,103,93,3.5
2008,11,2,1,0,1,2,100,99,2.6
2008,11,2,1,0,1,2,82,82,1.7
2008,11,2,1,0,1,2,131,125,3.8
2008,11,2,1,0,1,2,127,121,4.1
2008,11,2,1,0,1,2,129,124,3.6
2008,11,2,1,0,1,2,122,120,4
2008,11,2,1,0,1,2,132,129,4.2
2008,11,2,1,0,1,2,117,96,3.9
2008,11,2,1,0,1,2,132,115,3.8
2008,11,2,1,0,1,2,94,92,3.8
2008,11,2,1,0,1,2,149,147,3.5
2008,11,2,1,0,1,2,117,107,4.1
2008,11,2,1,0,1,2,98,93,2.9
2008,11,2,1,0,1,2,97,96,3.8
2008,11,2,1,0,1,2,135,130,4
2008,11,2,1,0,1,2,85,76,2.9
2008,11,2,1,0,1,2,144,135,4.3
2008,11,2,1,0,1,2,112,110,2.7
2008,11,2,1,0,1,2,132,122,3.9
2008,11,2,1,0,1,2,148,144,3.6
2008,11,2,1,0,1,2,145,142,4.4
2008,11,2,1,0,1,2,100,91,3.4
2008,11,2,1,0,1,2,137,131,4.1
2008,11,2,1,0,1,2,136,133,4.1
2008,11,2,1,0,1,2,78,78,4.3
2008,11,2,1,0,1,2,92,89,3.2
2008,11,2,1,0,1,2,126,122,4
2008,11,2,1,0,1,2,115,111,3.7
2008,11,2,1,0,1,2,123,119,3.8
2008,11,2,1,0,1,2,90,77,2.9
2008,11,2,1,0,1,2,126,122,3.3
2008,11,2,1,0,1,2,144,140,3.5
2008,11,2,1,0,1,2,114,111,3.4
2008,11,2,1,0,1,2,120,112,4.2
2008,11,2,1,0,1,2,113,109,3.1
2008,11,2,1,0,1,2,107,106,3.4
2008,11,3,1,0,1,2,92,92,5.3
2008,11,3,1,0,1,2,119,115,3.9
2008,11,3,1,0,1,2,70,70,5.4
2008,11,3,1,0,1,2,98,98,4.8
2008,11,3,1,0,1,2,117,115,4.1
2008,11,3,1,0,1,2,119,116,3.9
2008,11,3,1,0,1,2,97,79,3.6
2008,11,3,1,0,1,2,120,118,4.6
2008,11,3,1,0,1,2,106,96,3.3
2008,11,3,1,0,1,2,111,108,2.8
2008,11,3,1,0,1,2,141,136,4.5
2008,11,3,1,0,1,2,106,83,4.3
2008,11,3,1,0,1,2,135,132,5.1
2008,11,3,1,0,1,2,93,76,3.4
2008,11,3,1,0,1,2,98,98,4.5
2008,11,3,1,0,1,2,139,126,5
2008,11,3,1,0,1,2,94,94,4.8
2008,11,3,1,0,1,2,132,128,4.6
2008,11,3,1,0,1,2,126,116,4.9
2008,11,3,1,0,1,2,70,66,2
2008,11,3,1,0,1,2,135,126,4.5
2008,11,3,1,0,1,2,112,109,3.6
2008,11,3,1,0,1,2,116,113,1.4
2008,11,3,1,0,1,2,97,93,3.7
2008,11,3,1,0,1,2,135,122,4.4
2008,11,3,1,0,1,2,106,104,4.2
2008,11,3,1,0,1,2,112,110,5.1
2008,11,3,1,0,1,2,109,104,4.6
2008,11,3,1,0,1,2,92,90,3.6
2008,11,3,1,0,1,2,100,80,4.3
2008,11,3,1,0,1,2,120,119,3.7
2008,11,4,1,0,1,2,45,45,4.3
2008,11,4,1,0,1,2,137,133,4.3
2008,11,4,1,0,1,2,113,105,3.4
2008,11,4,1,0,1,2,114,84,4.4
2008,11,4,1,0,1,2,113,96,4.4
2008,11,4,1,0,1,2,113,110,3.9
2008,11,4,1,0,1,2,124,121,4.4
2008,11,4,1,0,1,2,110,109,5.3
2008,11,4,1,0,1,2,100,91,4.3
2008,11,4,1,0,1,2,82,80,3.5
2008,11,4,1,0,1,2,102,84,3.5
2008,11,4,1,0,1,2,57,56,4.1
2008,11,4,1,0,1,2,46,45,3.8
2008,11,4,1,0,1,2,141,137,4.3
2008,11,4,1,0,1,2,122,120,3.5
2008,11,4,1,0,1,2,120,118,4.3
2008,11,4,1,0,1,2,121,116,3.6
2008,11,4,1,0,1,2,110,105,3.6
2008,11,4,1,0,1,2,155,152,4.5
2008,11,4,1,0,1,2,134,129,4.5
2008,11,4,1,0,1,2,106,105,4.1
2008,11,4,1,0,1,2,104,102,4.2
2008,11,4,1,0,1,2,132,129,3.9
2008,11,4,1,0,1,2,109,107,3.5
2008,11,4,1,0,1,2,125,122,3.8
2008,11,4,1,0,1,2,107,99,4.2
2008,11,4,1,0,1,2,108,95,4.1
2008,11,4,1,0,1,2,113,109,3.2
2008,11,4,1,0,1,2,105,95,3.1
2008,11,5,1,0,1,2,114,105,4.3
2008,11,5,1,0,1,2,125,105,3.3
2008,11,5,1,0,1,2,83,83,5.1
2008,11,5,1,0,1,2,155,145,5
2008,11,5,1,0,1,2,140,136,4.5
2008,11,5,1,0,1,2,153,145,4.4
2008,11,5,1,0,1,2,144,138,4
2008,11,5,1,0,1,2,108,95,3.8
2008,11,5,1,0,1,2,128,123,4.1
2008,11,5,1,0,1,2,131,128,4.3
2008,11,5,1,0,1,2,125,105,4.3
2008,11,5,1,0,1,2,131,95,4.7
2008,11,5,1,0,1,2,100,89,5
2008,11,5,1,0,1,2,113,111,4.1
2008,11,5,1,0,1,2,109,105,4.3
2008,11,5,1,0,1,2,114,103,3.9
2008,11,5,1,0,1,2,114,109,4.3
2008,11,5,1,0,1,2,99,96,3.1
2008,11,5,1,0,1,2,101,98,4.3
2008,11,5,1,0,1,2,107,105,3.5
2008,11,5,1,0,1,2,127,125,5.1
2008,11,6,1,0,1,2,116,113,3.5
2008,11,6,1,0,1,2,120,119,4.6
2008,11,6,1,0,1,2,79,78,4.6
2008,11,6,1,0,1,2,120,105,4.8
2008,11,6,1,0,1,2,105,105,3.8
2008,11,6,1,0,1,2,56,56,5.4
2008,11,6,1,0,1,2,89,50,4.3
2008,11,6,1,0,1,2,128,121,3.8
2008,11,6,1,0,1,2,136,119,4.3
2008,11,6,1,0,1,2,98,75,4.2
2008,11,6,1,0,1,2,119,98,4.3
2008,11,6,1,0,1,2,85,84,3.5
2008,11,6,1,0,1,2,110,107,4.1
2008,11,6,1,0,1,2,115,104,4.1
2008,11,6,1,0,1,2,152,135,5.1
2008,11,6,1,0,1,2,117,114,3.5
2008,11,6,1,0,1,2,108,87,4.3
2008,11,6,1,0,1,2,131,125,3.8
2008,11,6,1,0,1,2,106,80,4
2008,11,6,1,0,1,2,79,75,3
2008,11,6,1,0,1,2,110,101,4
2008,11,6,1,0,1,2,134,115,4.2
2008,11,6,1,0,1,2,136,128,4.6
2008,11,6,1,0,1,2,97,95,2.8
2008,11,6,1,0,1,2,114,104,3.3
2008,11,6,1,0,1,2,85,57,3
2008,11,6,1,0,1,2,136,102,3.7
2008,11,6,1,0,1,2,86,85,3.3
2008,11,6,1,0,1,2,127,123,4.7
2008,11,7,0,0,1,2,109,101,4.7
2008,11,7,0,0,1,2,72,72,4.6
2008,11,7,0,0,1,2,116,107,4.3
2008,11,7,0,0,1,2,63,62,3.2
2008,11,7,0,0,1,2,97,73,4.3
2008,11,7,0,0,1,2,85,63,3.9
2008,11,7,0,0,1,2,111,102,4
2008,11,7,0,0,1,2,63,63,5.1
2008,11,7,0,0,1,2,104,95,3.6
2008,11,7,0,0,1,2,87,85,3.4
2008,11,7,0,0,1,2,81,50,4.4
2008,11,7,0,0,1,2,107,103,4.7
2008,11,7,0,0,1,2,129,125,4.5
2008,11,7,0,0,1,2,68,62,2.4
2008,11,7,0,0,1,2,106,83,5
2008,11,7,0,0,1,2,98,93,3.5
2008,11,7,0,0,1,2,80,55,2.5
2008,11,7,0,0,1,2,97,95,4.4
2008,11,7,0,0,1,2,118,108,4.3
2008,11,7,0,0,1,2,115,95,4.5
2008,11,7,0,0,1,2,118,90,4.7
2008,11,7,0,0,1,2,100,100,4.9
2008,11,7,0,0,1,2,114,104,4.4
2008,11,7,0,0,1,2,115,113,4.6
2008,11,7,0,0,1,2,100,85,4.7
2008,11,7,0,0,1,2,105,100,4.5
2008,11,7,0,0,1,2,85,78,3.3
2008,11,7,0,0,1,2,100,75,4
2008,11,7,0,0,1,2,92,90,3.9
2008,11,7,0,0,1,2,110,104,3.4
2008,11,7,0,0,1,2,111,105,4.4
2008,11,7,0,0,1,2,100,88,3.7
2008,11,7,0,0,1,2,88,86,4.5
2008,11,7,0,0,1,2,77,75,3.3
2008,11,8,0,0,1,2,112,108,3.9
2008,11,8,0,0,1,2,77,75,4.9
2008,11,8,0,0,1,2,101,93,4
2008,11,8,0,0,1,2,117,91,4.3
2008,11,8,0,0,1,2,87,65,4.1
2008,11,8,0,0,1,2,99,59,3.5
2008,11,8,0,0,1,2,92,72,2.7
2008,11,8,0,0,1,2,75,75,4.6
2008,11,8,0,0,1,2,110,107,3
2008,11,8,0,0,1,2,125,123,4.4
2008,11,8,0,0,1,2,75,68,2.2
2008,11,8,0,0,1,2,117,114,3.9
2008,11,8,0,0,1,2,135,130,4.1
2008,11,8,0,0,1,2,100,30,3.4
2008,11,8,0,0,1,2,109,102,3.9
2008,11,8,0,0,1,2,94,84,3.2
2008,11,8,0,0,1,2,105,80,3.9
2008,11,8,0,0,1,2,109,108,5.1
2008,11,8,0,0,1,2,80,80,3.9
2008,11,8,0,0,1,2,85,65,3.4
2008,11,8,0,0,1,2,75,71,3
2008,11,8,0,0,1,2,97,76,3
2008,11,8,0,0,1,2,101,75,3.8
2008,11,8,0,0,1,2,125,100,4.1
2008,11,8,0,0,1,2,70,70,4
2008,11,8,0,0,1,2,92,75,2.7
2008,11,8,0,0,1,2,115,90,4.6
2008,11,8,0,0,1,2,111,109,5.4
2008,11,8,0,0,1,2,107,105,5.8
2008,11,8,0,0,1,2,95,59,3.8
2008,11,8,0,0,1,2,72,71,5
2008,11,8,0,0,1,2,87,69,4.7
2008,11,8,0,0,1,2,129,121,5.1
2008,11,8,0,0,1,2,99,85,4.4
2008,11,8,0,0,1,2,123,114,5.1
2008,11,8,0,0,1,2,116,107,3.9
2008,11,8,0,0,1,2,131,125,4.2
2008,11,8,0,0,1,2,113,105,3.8
2008,11,8,0,0,1,2,115,107,3.8
2008,11,8,0,0,1,2,95,95,5.1
2008,11,8,0,0,1,2,112,111,4.4
2008,11,8,0,0,1,2,120,110,4.2
2008,11,8,0,0,1,2,118,85,3.8
2008,11,8,0,0,1,2,52,52,4.8
2008,11,8,0,0,1,2,90,87,4.9
2008,11,8,0,0,1,2,95,70,4
2008,11,8,0,0,1,2,70,60,2.6
2008,11,8,0,0,1,2,119,116,4.5
2008,11,8,0,0,1,2,132,129,4.5
2008,11,8,0,0,1,2,118,115,4.4
2008,11,8,0,0,1,2,115,105,5.3
2008,11,8,0,0,1,2,104,103,4.9
2008,11,8,0,0,1,2,126,111,4.6
2008,11,8,0,0,1,2,122,119,4
2008,11,8,0,0,1,2,117,105,4.1
2008,11,8,0,0,1,2,88,82,3.6
2008,11,8,0,0,1,2,118,105,4.8
2008,11,8,0,0,1,2,120,110,4
2008,11,8,0,0,1,2,89,85,3.5
2008,12,1,1,1,1,4,49,49,3.4
2008,12,1,1,1,1,4,44,44,2.7
2008,12,1,1,1,1,4,115,105,2.7
2008,12,1,1,1,1,4,122,119,4
2008,12,1,1,1,1,4,141,124,3.7
2008,12,1,1,1,1,4,138,127,3.8
2008,12,1,1,1,1,4,143,118,3.7
2008,12,1,1,1,1,4,112,97,2.9
2008,12,1,1,1,1,4,134,127,3.3
2008,12,1,1,1,1,4,154,149,3.9
2008,12,1,1,1,1,4,130,120,3.3
2008,12,1,1,1,1,4,137,128,3.5
2008,12,1,1,1,1,4,129,117,4
2008,12,1,1,1,1,4,109,90,4.6
2008,12,1,1,1,1,4,81,81,3.5
2008,12,1,1,1,1,4,57,57,3.3
2008,12,1,1,1,1,4,125,121,3.7
2008,12,1,1,1,1,4,133,110,3.4
2008,12,1,1,1,1,4,85,85,4.3
2008,12,1,1,1,1,4,140,137,3.4
2008,12,1,1,1,1,4,128,124,3.7
